disaster_type,latitude,longitude,avg_temperature,rainfall_mm,humidity_percent,wind_speed_kmph,atmospheric_pressure_hpa,soil_moisture_percent,seismic_activity_richter,elevation_meters,month
No Disaster,-46.424,-22.76,21.1,8.9,32.1,3.4,1013.7,49.5,1.1,167.6,9
No Disaster,77.4012,74.5695,14.9,7.8,52.2,12.0,1010.1,41.7,1.0,989.9,4
Drought,26.2279,174.8681,33.2,6.0,24.5,11.8,1009.5,17.8,0.6,312.4,10
Landslide,-52.2312,173.4758,20.5,274.0,82.9,28.6,979.3,79.4,3.2,1578.0,6
No Disaster,73.874,-81.3634,17.6,19.2,35.2,14.4,1008.4,50.4,0.7,313.9,5
Landslide,-6.8401,-175.5402,16.0,265.1,97.2,26.8,1013.5,96.6,2.0,2282.9,8
Earthquake,52.2133,102.1331,12.3,45.6,31.7,12.3,1024.5,65.3,9.3,685.2,12
Earthquake,59.5507,-32.827,23.9,10.0,78.4,7.0,1019.6,67.8,9.0,134.1,1
No Disaster,-61.9347,104.3814,11.0,3.9,49.7,17.1,997.6,39.8,1.1,211.6,3
Wildfire,-3.0152,104.4777,42.2,7.8,11.5,22.6,999.8,2.3,1.0,392.5,1
No Disaster,-26.0191,-78.6406,22.6,1.0,41.9,7.4,998.5,57.4,1.5,63.9,3
Earthquake,34.7894,44.9699,10.3,37.4,25.5,5.2,1009.3,48.1,5.6,1648.0,4
No Disaster,82.5329,-86.109,20.2,18.8,49.9,17.4,1014.8,40.8,1.2,156.3,2
Landslide,6.8761,11.8345,19.6,226.0,86.2,5.7,978.4,87.3,4.7,1240.8,4
Earthquake,27.887,136.8384,14.3,48.6,28.6,2.0,993.9,52.9,8.6,733.3,9
Landslide,36.1745,156.8478,20.0,216.3,87.1,13.3,995.0,85.5,5.4,2303.6,7
No Disaster,-81.1704,139.151,18.4,5.0,58.6,9.7,1000.0,35.4,0.5,832.8,10
Flood,1.9816,-124.6772,24.2,246.5,87.3,34.8,981.3,76.8,1.2,79.1,6
Drought,-87.2253,114.0698,34.5,1.5,10.7,14.4,1010.6,5.8,0.3,381.1,8
No Disaster,25.8249,101.3257,16.5,11.9,40.5,6.5,1012.7,43.6,0.4,201.9,2
Flood,31.9969,16.5766,21.0,329.2,71.7,23.6,1003.9,75.5,1.0,1.6,4
No Disaster,42.9889,-103.8497,15.9,1.3,36.8,15.9,1014.1,36.2,0.7,134.2,7
No Disaster,74.9927,-72.3131,19.4,16.4,45.4,14.4,999.3,39.2,1.3,705.4,7
No Disaster,-49.5291,-11.4417,13.8,1.6,42.1,7.5,998.1,38.9,0.7,988.8,7
Flood,-5.7449,175.0881,21.4,381.2,71.6,35.3,999.4,76.2,0.0,59.2,7
No Disaster,-89.7833,41.7955,12.8,3.8,49.6,1.1,999.4,34.5,1.2,661.8,4
Wildfire,-73.935,-151.6739,41.4,9.5,8.3,22.8,993.0,18.2,1.4,1035.8,4
No Disaster,42.0405,-29.6272,17.9,2.3,59.8,6.0,1009.0,47.4,1.6,293.8,3
Flood,50.1482,-90.4654,25.2,470.7,81.6,33.4,1001.7,62.4,1.5,13.0,9
Landslide,8.5735,-1.9311,14.7,275.9,74.9,11.1,974.4,87.2,2.4,1320.7,9
Hurricane,-21.3641,123.105,34.1,160.8,90.9,202.7,956.7,76.7,0.5,49.0,10
Volcanic Eruption,22.6002,-1.7225,10.5,23.7,66.5,32.1,995.5,58.7,6.9,2155.0,4
Tsunami,57.7216,-17.581,26.0,26.9,86.0,17.8,998.1,21.7,7.7,13.9,10
No Disaster,87.5453,7.9284,22.4,11.5,56.2,14.4,1009.3,47.0,1.4,419.7,4
Volcanic Eruption,-46.7419,-50.8458,23.3,28.8,64.3,19.6,952.0,42.6,6.7,3156.4,10
No Disaster,39.9437,111.8397,16.2,14.9,42.1,13.6,1012.9,59.8,0.7,411.0,8
No Disaster,-74.6535,-91.9073,22.8,11.7,32.1,1.0,991.8,58.3,1.7,844.9,9
Heatwave,-88.5879,14.123,47.9,0.5,17.1,10.0,1019.8,8.9,0.3,668.7,1
Volcanic Eruption,-61.3247,-5.8099,9.4,30.1,53.5,15.2,1010.4,66.4,7.6,1452.0,8
Hurricane,44.1841,-91.5022,32.3,262.2,84.9,131.6,956.1,86.9,1.3,17.3,12
Hurricane,38.9682,-98.0602,34.9,234.0,92.4,117.8,942.5,55.6,0.8,28.4,3
Landslide,-2.1166,-86.8001,21.3,330.4,74.2,26.3,978.1,93.9,3.8,1656.5,6
Earthquake,-33.0249,50.5478,18.7,4.6,75.0,15.6,992.0,51.0,5.8,1674.6,9
No Disaster,-58.9592,-172.5331,10.5,10.1,52.0,2.4,996.6,39.8,0.4,391.3,7
No Disaster,23.1292,-117.8436,13.9,9.4,37.0,11.8,1017.7,52.4,1.3,582.7,1
Flood,-56.4185,142.0958,18.7,227.4,92.5,15.3,991.2,61.1,0.3,17.3,7
Tsunami,40.8274,105.5926,26.7,20.1,80.0,10.3,1000.9,56.5,7.7,27.1,12
Drought,-40.208,170.8884,33.9,3.1,9.0,21.5,1014.7,12.3,1.2,171.5,2
Volcanic Eruption,-54.287,83.7431,17.3,10.3,28.7,4.8,993.9,40.0,4.1,2168.7,1
Heatwave,-83.4741,174.2465,44.5,0.7,10.9,2.6,1021.9,19.1,0.4,761.9,1
No Disaster,-40.4086,-42.5845,15.6,4.9,42.9,9.5,1012.3,53.0,0.3,592.8,6
Volcanic Eruption,-70.4184,-9.7509,20.0,30.6,26.0,15.9,985.5,79.8,4.9,3947.3,4
No Disaster,-13.1461,4.5662,12.2,11.0,34.3,12.2,1018.0,35.9,1.5,23.5,6
Drought,18.082,-143.8556,44.2,0.8,20.6,13.5,1013.9,4.3,1.0,479.9,12
Hurricane,4.1325,-93.6678,33.9,295.7,94.7,181.4,977.8,56.2,1.0,53.8,1
Flood,54.4353,61.345,16.9,303.9,80.2,27.0,988.7,64.7,1.6,85.1,8
Flood,85.0641,101.2021,17.1,455.9,82.0,31.9,995.9,93.1,1.1,6.2,9
Flood,-23.1887,-152.8722,29.4,330.5,88.7,30.0,996.4,68.2,1.9,80.4,9
Flood,53.0513,166.5866,16.1,280.5,72.4,32.5,984.2,64.0,1.4,41.1,12
No Disaster,86.1222,-44.9853,11.6,9.9,56.2,17.7,990.3,56.6,0.5,39.0,8
Hurricane,73.5499,-77.9516,34.0,268.6,89.5,200.4,946.3,73.0,0.6,40.2,9
No Disaster,62.9179,-0.064,15.8,12.3,31.7,10.1,1016.1,36.4,0.9,939.5,7
Hurricane,20.3834,-35.8582,25.1,168.8,83.1,184.7,974.1,81.6,1.1,7.4,12
Heatwave,39.19,20.8976,40.6,0.3,10.7,4.2,1020.1,0.4,0.8,212.3,9
Flood,59.3083,70.3816,23.6,256.8,88.1,10.9,983.6,72.5,1.1,12.1,8
Wildfire,40.6609,25.099,43.0,4.5,19.6,12.5,995.4,19.4,0.3,966.2,3
Tsunami,84.7809,138.0191,29.5,3.4,86.0,2.6,1009.0,56.0,7.4,31.6,4
Tsunami,-59.6866,82.0281,21.8,15.3,62.8,18.4,1000.3,65.4,9.4,0.3,4
No Disaster,-85.5619,147.1294,17.8,1.5,33.3,7.7,1018.2,50.8,1.7,366.5,9
No Disaster,85.3772,-173.8177,24.2,7.4,30.3,13.8,1019.4,59.0,0.3,181.2,5
No Disaster,62.3959,-30.6963,10.5,6.4,52.9,19.2,998.3,37.4,1.1,811.7,2
Drought,81.5926,63.1277,38.2,0.0,6.0,9.0,1004.7,5.1,0.5,180.0,6
Wildfire,-36.1057,-63.6317,38.9,7.5,10.5,46.3,1003.7,16.4,1.1,1468.6,8
Drought,-52.6169,148.2451,32.6,8.3,8.8,18.2,1003.8,18.5,0.8,164.6,6
No Disaster,-82.3916,31.2317,14.1,0.6,54.6,5.5,1013.9,38.6,0.4,973.9,10
Wildfire,-48.0431,98.3335,36.3,3.8,12.6,23.4,1005.9,26.5,1.9,330.7,2
Earthquake,-41.3247,69.3746,15.1,17.8,31.5,17.1,1020.9,41.9,8.8,716.5,2
Wildfire,84.3947,70.1883,41.0,1.9,10.3,18.5,993.2,27.2,2.0,413.3,8
Wildfire,85.93,-161.2479,40.3,4.3,17.4,48.3,1001.2,17.0,1.7,223.7,3
Earthquake,84.5159,-117.4898,14.5,26.3,25.5,8.7,1010.4,50.9,6.8,1084.9,8
Heatwave,33.2738,155.6805,41.5,1.4,23.2,7.5,1015.4,3.4,0.9,315.4,12
Hurricane,-53.5539,60.5734,26.8,242.0,85.3,198.1,979.8,87.5,0.0,88.5,8
Drought,81.5484,-78.5428,35.7,0.9,7.8,19.5,1023.6,12.2,1.1,381.0,3
Drought,-81.8587,-179.3258,35.3,2.4,6.6,8.6,1003.1,18.3,0.2,268.8,8
Volcanic Eruption,46.5165,-105.9822,15.9,40.2,52.2,36.3,954.1,63.5,6.8,2981.1,3
Drought,40.6536,104.5018,34.3,3.9,20.7,16.1,1024.0,3.7,0.5,286.4,8
No Disaster,-56.3139,1.5037,22.7,4.7,58.1,19.1,1018.8,55.1,0.7,72.7,12
No Disaster,57.8773,-150.8346,14.7,19.3,34.6,14.9,1000.7,47.5,0.2,306.4,7
Earthquake,0.8239,149.9286,22.6,42.0,28.9,17.1,1013.6,36.8,6.3,1853.0,6
Flood,-2.457,-104.4869,18.0,482.2,92.8,30.9,987.2,64.7,2.2,0.6,8
No Disaster,-47.8663,-31.7292,20.7,2.2,38.1,0.9,1003.0,54.8,0.0,675.3,8
No Disaster,26.3893,-82.1054,15.8,14.7,58.1,10.6,990.3,40.2,0.8,339.2,7
Hurricane,-29.5059,-118.8803,30.8,222.6,93.2,166.2,946.9,61.7,0.4,26.6,12
Flood,-81.5583,161.1888,16.9,210.3,82.4,15.8,985.5,71.5,0.6,68.5,11
Earthquake,42.9575,165.1632,27.2,8.4,39.6,3.4,1011.0,58.5,6.8,1079.0,4
No Disaster,-64.1843,144.5298,12.6,7.1,41.3,8.9,1013.7,54.1,1.4,22.1,3
Volcanic Eruption,44.5487,-19.9349,23.9,41.2,58.3,2.5,995.7,76.5,5.9,3514.4,10
No Disaster,-73.2879,6.0482,13.2,10.7,55.1,12.3,1009.0,46.2,1.9,931.9,4
Volcanic Eruption,-64.6237,64.3847,19.9,5.8,33.7,4.0,980.3,45.0,6.2,3196.3,9
Volcanic Eruption,-39.5171,62.5545,23.6,17.4,39.7,22.9,967.2,66.1,8.2,2378.0,7
Drought,27.3394,-166.0804,32.8,8.9,28.5,20.6,1023.0,6.1,0.4,192.2,8
Hurricane,-34.4842,64.5871,30.7,215.4,88.5,129.6,951.5,70.1,1.8,26.1,11
Earthquake,63.7597,-143.1358,12.6,33.8,33.8,15.8,1010.7,39.2,7.4,812.2,2
Hurricane,-22.9792,-65.4204,31.2,174.6,96.1,221.9,953.8,84.1,0.5,1.8,2
Tsunami,64.2775,-96.2527,28.1,5.4,84.4,18.8,1000.1,46.5,8.6,4.0,11
Heatwave,-9.7263,-68.9012,46.1,0.4,17.5,2.6,1011.0,6.6,0.2,711.2,12
Earthquake,-58.2095,17.5391,19.6,2.3,20.4,19.8,1013.1,44.6,7.4,533.1,9
Tsunami,34.9319,96.3756,29.0,10.6,88.5,12.7,1013.6,55.0,7.5,3.6,9
Drought,-76.0201,165.5017,43.2,7.5,28.3,9.4,1020.9,13.8,1.3,398.5,12
Flood,49.3917,-85.5157,19.9,232.4,98.1,18.7,995.6,75.7,2.4,33.5,2
Earthquake,-36.8555,96.8737,17.9,36.5,32.4,7.5,990.3,60.3,8.0,1635.6,10
No Disaster,53.9533,53.1297,10.1,5.1,44.8,12.4,992.0,51.2,1.1,525.8,1
No Disaster,-39.529,171.1955,12.7,7.2,52.6,13.2,1007.4,45.9,1.7,234.9,12
No Disaster,4.8823,-12.3725,25.0,7.8,41.6,10.1,995.7,56.3,1.1,192.1,8
Heatwave,-83.8202,173.7231,48.7,1.2,7.2,3.2,1014.2,4.8,0.5,755.6,5
Flood,29.0816,67.89,28.1,210.1,82.1,33.5,1004.4,97.1,1.8,24.5,9
Landslide,-60.4409,-159.8471,11.8,382.5,86.6,23.9,985.0,87.8,4.0,2891.5,4
Hurricane,41.4977,-163.3128,30.5,220.0,98.2,138.6,943.5,66.5,0.5,12.9,10
No Disaster,30.769,72.4429,11.8,17.5,31.8,6.4,1019.7,42.7,0.3,969.3,5
No Disaster,-7.0805,-89.3666,15.6,16.0,55.0,6.1,1004.1,56.2,0.1,889.1,10
Earthquake,32.1371,29.7186,21.1,43.0,26.1,6.9,1008.8,62.5,6.4,1605.9,7
Earthquake,-64.4933,35.3696,22.4,1.7,43.8,11.7,1015.8,42.6,7.4,1628.1,1
Hurricane,-49.1815,-15.8823,34.5,277.6,78.6,104.5,976.7,71.1,1.1,78.1,11
No Disaster,-72.0611,178.2619,16.0,12.8,56.6,8.5,1013.2,59.2,0.7,405.3,9
Flood,-59.4516,-176.5591,18.6,270.5,82.7,37.6,1006.4,78.3,1.0,55.5,4
No Disaster,-25.3197,-159.3275,19.6,11.4,33.4,18.2,996.0,52.3,1.8,579.5,2
Earthquake,-34.3353,138.8691,16.0,37.3,79.4,20.0,1008.7,63.1,9.5,749.3,4
Flood,-83.9593,-6.1368,19.5,453.5,88.1,23.6,992.2,79.9,0.1,89.3,8
Drought,-57.3323,-136.6621,32.2,6.6,21.5,22.0,1018.8,9.0,0.9,344.1,6
Tsunami,26.1175,20.6908,26.4,18.4,81.6,12.9,1005.6,54.1,8.1,12.1,10
Drought,-38.848,32.8942,38.2,5.6,23.1,12.6,1008.0,17.1,0.3,90.1,4
No Disaster,33.7991,-10.3548,23.1,8.9,38.5,17.9,1015.8,34.9,0.1,90.0,1
No Disaster,53.6767,41.581,11.9,12.4,31.7,17.7,1004.5,50.9,0.1,534.2,5
Landslide,-38.7057,-39.7239,10.0,266.7,84.6,25.9,990.2,80.9,6.0,2142.4,2
No Disaster,-74.5804,160.8723,14.4,4.5,33.9,18.9,1011.4,52.2,1.0,474.7,2
Wildfire,10.7714,-91.1101,49.7,8.0,11.2,17.6,1013.6,3.7,0.4,475.0,8
Drought,-51.5728,146.1129,43.5,1.0,8.6,22.2,1010.0,3.4,0.8,208.3,5
Heatwave,55.3787,-112.2537,42.1,0.7,11.4,14.3,1021.8,14.5,0.2,727.6,8
Volcanic Eruption,66.8107,-81.9909,6.6,32.8,59.2,3.8,972.3,79.7,7.4,3190.2,11
Flood,-75.8192,-80.3154,18.7,270.4,75.8,27.2,989.8,92.8,0.5,46.5,1
Drought,-3.2972,-159.8982,44.7,7.9,17.3,6.7,1014.8,15.2,0.3,284.1,4
No Disaster,70.8817,-87.5744,13.6,5.3,40.1,2.1,1010.9,36.2,1.9,215.7,8
Flood,-26.076,-78.8299,18.9,266.8,91.3,12.5,1002.2,87.7,0.6,25.3,4
Blizzard,88.8641,-134.9037,-11.6,2.0,70.5,64.7,1014.2,83.8,1.3,116.9,12
Landslide,53.6729,-134.2065,15.9,217.9,78.7,3.7,1006.3,70.3,3.3,1348.8,6
Flood,57.1438,-135.9818,17.7,485.3,95.3,21.6,999.2,97.7,0.5,5.9,2
Drought,-1.7173,-153.3171,30.5,4.7,15.0,7.7,1017.2,19.9,0.6,312.3,11
Heatwave,59.6763,-13.1212,47.4,0.3,15.2,4.2,1012.4,8.5,0.1,559.2,5
Flood,-65.6174,116.0006,28.8,437.2,76.0,22.3,998.0,66.4,0.5,28.3,2
Flood,4.3715,-33.024,19.6,289.1,79.2,36.5,1001.7,86.8,2.0,25.7,12
Tsunami,-82.018,-63.9211,25.7,15.5,79.6,10.6,996.9,30.1,9.3,13.2,8
Tsunami,81.1859,-5.181,24.7,19.6,63.1,5.1,1017.6,53.5,7.0,10.2,10
Landslide,-44.4671,66.0099,20.9,373.9,92.8,1.4,986.7,78.2,3.5,1320.2,11
Tsunami,3.7772,79.3373,27.0,13.5,75.7,10.3,1010.7,22.4,8.8,29.1,7
Wildfire,-81.1694,-140.93,42.9,7.6,10.0,29.0,1018.0,6.4,0.2,646.4,2
Landslide,22.6939,-30.3136,24.5,333.7,71.9,22.3,971.1,89.5,2.8,2392.9,9
Hurricane,20.9325,-113.9529,31.8,264.5,85.7,229.2,937.5,61.2,0.2,21.1,5
Drought,43.7136,-171.7552,44.4,3.4,9.7,22.0,1017.6,1.7,0.2,357.6,8
Earthquake,37.3087,-151.2852,18.0,32.3,41.0,5.5,1010.2,67.3,5.6,1538.5,1
Flood,-49.9007,55.236,25.3,405.6,70.8,37.0,990.1,89.8,1.9,65.1,10
Flood,17.9435,-60.4176,15.1,260.1,73.4,35.3,987.8,71.4,2.4,37.9,3
No Disaster,61.4891,-132.275,19.9,11.5,30.9,4.0,998.0,32.2,0.7,27.2,2
No Disaster,-0.3712,-36.4188,21.3,1.5,32.7,13.0,1004.6,53.7,1.8,388.4,9
Blizzard,53.9907,173.1304,-2.1,7.4,87.8,40.2,983.6,82.9,0.9,1909.3,10
Earthquake,-63.1329,114.9977,15.5,17.5,33.0,11.7,1002.2,56.3,5.6,128.7,1
No Disaster,-1.8991,-4.073,11.2,3.8,39.6,8.4,1007.8,55.9,0.3,15.1,1
No Disaster,-85.3232,-124.9899,19.4,1.5,35.7,6.8,992.3,35.8,1.8,19.3,8
No Disaster,-42.2368,-61.0758,18.2,4.0,30.6,11.2,1004.0,49.7,0.3,840.9,10
Volcanic Eruption,83.871,5.1575,14.5,37.8,72.8,38.6,972.7,71.9,5.1,2636.7,12
No Disaster,65.6081,38.6369,10.0,16.1,39.9,6.4,1001.5,48.9,0.9,628.6,8
Wildfire,84.9882,-102.6866,37.8,4.5,16.2,24.1,990.6,16.2,1.9,708.7,2
Volcanic Eruption,-32.9852,-134.5158,14.7,26.3,62.1,38.8,980.4,56.2,5.8,3480.8,12
Heatwave,-35.3738,101.8745,43.0,1.1,10.0,12.3,1011.7,16.6,0.6,149.5,6
No Disaster,78.8824,-164.0546,21.2,1.4,44.0,3.5,994.2,33.8,0.9,515.5,4
Flood,31.2751,82.5248,25.4,234.2,89.7,18.4,980.9,76.6,1.1,46.7,10
Wildfire,-68.7171,-46.8121,37.3,2.6,7.3,54.3,1012.0,16.8,0.4,863.3,6
No Disaster,24.5427,57.6009,14.3,2.8,34.7,12.8,1016.2,42.3,0.3,756.6,9
Flood,68.5048,38.4593,27.9,204.6,73.2,12.8,1001.4,62.8,1.2,47.3,11
No Disaster,-87.5553,-54.3303,12.0,2.5,54.5,18.4,1013.3,59.3,0.4,140.8,9
Volcanic Eruption,15.5455,-152.1743,10.2,4.7,38.9,35.0,974.3,62.5,6.2,2376.7,7
Wildfire,77.3642,132.2723,35.3,1.3,12.4,33.0,1011.3,2.7,1.3,1001.3,1
Tsunami,40.3192,23.4064,24.7,26.6,83.0,16.2,1014.4,52.1,8.1,43.2,9
No Disaster,-83.0152,164.5647,10.7,17.6,56.8,10.5,994.1,47.0,1.3,857.8,8
Earthquake,36.2696,175.1035,18.8,25.9,51.3,10.8,1008.1,30.4,5.5,195.3,11
Earthquake,13.6191,33.8888,16.3,17.5,65.7,11.7,995.2,63.5,9.0,932.3,4
Landslide,69.9177,126.464,16.5,339.7,72.9,1.2,1003.9,82.8,6.0,1194.5,10
No Disaster,-3.603,117.7741,22.3,18.3,38.9,19.0,994.6,32.5,0.9,828.3,11
Earthquake,7.3462,78.7731,14.5,8.3,70.1,7.2,1005.9,31.1,7.0,1540.9,12
No Disaster,-25.5336,-110.5436,13.1,3.7,44.7,16.0,1007.1,56.8,1.3,689.3,8
Wildfire,-9.0973,68.162,36.0,8.6,16.7,22.3,1013.0,0.4,0.4,284.7,3
Earthquake,-49.4835,12.1088,23.9,38.7,22.6,8.6,994.3,47.2,7.2,996.4,8
Hurricane,54.9172,49.2195,33.9,251.8,95.5,184.6,956.3,79.0,0.0,69.0,3
Flood,-81.2085,136.059,16.2,244.5,70.7,28.9,997.5,99.5,2.2,41.1,8
Tsunami,-31.635,33.5656,25.4,19.9,82.2,8.8,1016.6,60.5,9.0,22.9,4
Earthquake,-22.9559,-15.2544,16.5,9.1,28.6,18.9,1024.5,31.8,6.1,847.0,4
Volcanic Eruption,35.3423,97.6511,20.8,4.6,23.3,32.0,968.2,63.3,6.2,1066.1,3
Flood,81.3705,104.4394,24.9,457.0,72.3,23.9,1009.7,90.8,2.4,78.0,5
Blizzard,37.1753,93.7807,-14.3,9.2,93.0,70.6,1003.6,72.2,0.1,1877.7,7
Blizzard,9.2234,-105.5977,-19.8,6.0,97.0,75.2,990.1,89.4,1.2,1636.8,7
Earthquake,-88.1086,94.2035,12.1,5.8,56.3,19.7,998.5,55.8,6.7,1797.5,2
No Disaster,52.0459,10.6427,10.4,0.8,48.4,16.1,1003.1,46.6,1.6,610.5,7
Flood,-10.2048,-159.1205,23.2,224.8,94.8,29.0,996.7,65.3,0.7,49.3,10
Hurricane,-21.4963,96.9765,32.1,156.0,88.7,113.2,979.8,85.9,0.0,85.9,9
Blizzard,-26.3613,79.0206,-16.7,6.6,73.6,39.4,994.9,65.8,1.2,762.5,5
Tsunami,87.3821,116.9286,29.9,5.0,64.3,10.1,1009.2,28.6,9.2,26.6,4
Tsunami,-54.8946,-138.8437,27.4,23.1,89.1,15.5,997.3,22.0,9.5,17.0,7
No Disaster,22.6683,152.0372,10.5,15.3,50.1,1.0,1006.3,45.5,1.4,77.5,2
No Disaster,85.2083,-85.621,13.2,1.6,46.9,0.3,1002.4,32.2,0.8,39.9,1
Drought,-71.0473,-93.8016,32.8,3.6,10.9,9.9,1015.4,6.4,1.0,473.9,4
Volcanic Eruption,-27.7196,-17.5661,20.0,45.1,23.0,21.0,952.3,58.7,8.4,2084.8,3
Hurricane,88.2157,-63.901,33.4,177.0,76.6,156.8,972.9,58.8,0.3,91.0,4
No Disaster,-87.7413,81.8769,14.6,7.5,44.1,8.5,1005.4,47.5,0.9,701.6,5
Volcanic Eruption,4.265,173.681,6.2,24.4,66.4,6.0,992.8,49.6,8.3,1981.3,5
Volcanic Eruption,27.6696,-79.8553,14.5,42.3,40.1,21.0,997.6,70.2,4.9,2695.5,1
No Disaster,84.3048,56.2122,24.8,11.4,43.3,11.0,993.5,42.1,0.9,848.6,10
Wildfire,58.9808,-17.5625,37.2,9.9,18.3,48.6,1002.3,5.5,1.9,892.1,6
No Disaster,-28.5116,-24.0563,12.2,3.4,34.9,2.6,995.4,36.1,0.2,640.3,5
Heatwave,50.2805,-52.2209,49.8,0.4,16.8,1.3,1021.0,19.9,0.8,444.6,3
No Disaster,28.4081,-103.2609,11.8,8.3,35.6,2.0,999.1,55.8,0.0,292.6,7
Earthquake,23.5918,5.0279,24.2,19.5,70.5,13.5,1014.4,51.4,9.0,504.0,12
Blizzard,-78.0027,143.3596,-20.6,5.9,87.2,28.4,995.5,73.0,0.1,1683.1,11
No Disaster,28.0708,-136.8574,23.2,15.6,35.7,13.9,1008.1,35.5,0.5,409.0,11
Earthquake,-45.8725,90.6601,10.4,13.4,42.5,17.6,1023.3,58.7,7.5,1281.2,5
Flood,-50.6811,15.2676,20.6,409.2,84.3,35.1,1000.3,87.4,0.5,98.4,10
No Disaster,-35.5781,175.1899,14.1,9.8,42.1,3.4,996.1,57.5,1.7,199.0,10
No Disaster,67.6176,-140.9173,21.9,3.4,31.1,3.7,1013.0,42.2,1.7,524.7,10
Hurricane,32.8955,-69.3181,30.6,289.9,82.6,107.3,963.8,81.5,1.9,15.8,7
No Disaster,61.9453,110.4737,19.4,5.4,38.5,2.5,1017.7,35.2,1.1,584.4,9
Blizzard,13.26,149.1152,-14.8,5.4,78.9,36.1,982.0,76.3,0.1,1145.9,10
Flood,6.0484,-131.6531,29.0,468.4,75.7,20.3,998.4,63.8,0.9,25.1,5
No Disaster,-40.6175,71.4857,12.3,2.2,46.0,11.1,993.2,58.9,1.1,151.0,7
Heatwave,-86.6761,-157.689,48.9,1.7,12.1,13.4,1018.9,16.1,0.4,90.7,8
Volcanic Eruption,75.6832,144.7209,24.0,42.1,55.6,16.4,984.4,74.9,5.5,1477.8,10
Drought,40.2743,-170.991,38.6,8.8,5.4,13.1,1023.2,7.1,0.7,490.8,2
Tsunami,-78.2541,129.3921,28.7,14.2,75.4,16.7,1012.2,33.3,7.0,24.0,4
No Disaster,82.7554,168.8285,19.4,7.7,34.0,7.7,1018.3,56.7,1.0,537.0,9
No Disaster,-7.9915,-49.1998,19.4,13.5,36.3,16.7,998.7,35.6,0.8,730.6,9
Tsunami,-55.9424,42.0844,27.8,17.0,66.9,0.8,1008.5,26.6,7.9,33.8,6
Landslide,-2.5589,0.4466,13.6,297.5,83.3,13.4,986.3,70.5,4.1,1670.5,12
No Disaster,56.9402,105.9411,22.4,4.2,44.5,9.7,1016.7,38.9,1.9,450.8,5
Landslide,55.8723,-26.0276,20.5,258.7,82.5,22.8,977.9,80.2,2.9,1718.2,4
Earthquake,-45.6532,-37.8515,23.7,44.6,38.9,4.3,1010.8,32.7,8.4,1406.3,5
No Disaster,-54.6949,-11.4032,22.9,10.1,50.5,11.8,1015.3,38.5,1.2,123.2,10
No Disaster,41.7542,-164.5786,20.1,8.3,33.7,8.4,995.8,42.5,0.8,738.4,1
No Disaster,-54.1187,116.0608,16.2,0.3,52.0,11.9,1000.3,38.4,0.1,941.4,10
Volcanic Eruption,70.1485,-22.5499,6.5,47.3,75.2,27.4,982.8,43.7,8.0,1226.4,12
Hurricane,6.7291,-122.3538,25.1,213.5,78.4,124.1,933.8,58.2,1.4,80.9,1
Wildfire,1.1797,-168.2442,36.0,2.6,13.2,47.0,1008.2,11.8,0.2,1215.0,4
Hurricane,42.4897,4.6724,32.4,286.1,98.0,180.3,955.6,60.6,1.9,45.8,12
No Disaster,-12.1131,-134.2608,17.5,11.2,40.1,1.4,1018.3,53.2,1.7,366.9,12
No Disaster,-46.6001,-99.9391,24.3,19.2,51.7,17.7,1017.6,45.3,1.3,418.8,12
Flood,12.8433,-126.0083,26.8,299.7,87.7,31.5,1006.7,93.4,1.5,38.8,12
No Disaster,6.5612,-35.3332,24.1,12.1,34.8,10.0,1015.9,50.1,1.7,250.4,7
Earthquake,-1.2614,-104.942,13.3,2.1,53.5,10.9,997.2,57.8,8.5,518.2,5
Tsunami,6.0133,3.8913,25.5,25.3,65.1,6.3,1016.7,48.0,8.5,23.9,12
Earthquake,-47.2556,-36.4936,25.2,32.5,30.7,1.0,1013.9,40.0,7.5,1493.5,4
No Disaster,-75.0055,-113.1911,13.3,5.2,47.0,10.1,996.1,32.0,0.3,984.4,12
Heatwave,-78.7785,-168.4329,47.1,1.7,17.7,13.6,1020.5,7.4,0.2,739.7,2
Drought,-72.0114,137.2281,34.6,6.5,17.2,12.3,1016.1,19.0,0.1,459.4,7
No Disaster,72.612,-96.7929,11.3,1.1,56.3,19.5,999.1,50.8,0.0,188.6,3
Hurricane,14.8682,-128.4084,29.5,203.3,87.4,230.5,968.8,53.4,1.8,47.2,2
No Disaster,-84.275,-17.5796,23.0,3.0,30.4,2.2,1000.9,47.4,0.4,802.0,1
No Disaster,21.1933,-129.3452,24.2,18.7,36.8,12.3,990.8,58.0,1.0,43.2,8
Earthquake,72.2823,-119.1465,27.7,28.6,72.0,9.5,1022.5,38.5,7.7,251.7,3
Drought,17.1672,-56.6135,33.4,6.4,16.4,13.0,1014.8,9.8,0.5,279.5,7
No Disaster,-85.1952,-12.2862,10.9,3.7,46.8,17.3,1016.5,32.1,0.8,583.0,6
Earthquake,-9.7337,-154.9847,19.7,23.4,35.7,18.4,1004.6,64.6,5.9,637.8,5
Landslide,12.4284,-167.1572,17.7,302.4,75.7,8.2,998.8,84.0,5.4,1684.8,7
No Disaster,-0.3383,143.1606,24.5,7.2,49.5,13.2,1002.1,39.5,1.9,790.0,12
Blizzard,-68.4209,152.1154,-27.6,6.9,69.1,22.1,982.1,74.9,0.1,1233.6,10
